IdFeedBack,Prediction
S01_Sess01_FB001,0.9821997225285773
S01_Sess01_FB002,0.9596539159558899
S01_Sess01_FB003,0.968915118411541
S01_Sess01_FB004,0.9383306385010397
S01_Sess01_FB005,0.940669485465404
S01_Sess01_FB006,0.9395067558492597
S01_Sess01_FB007,0.9374471263332051
S01_Sess01_FB008,0.9702394934397959
S01_Sess01_FB009,0.9365256774575322
S01_Sess01_FB010,0.9353293848081685
S01_Sess01_FB011,0.9184710994710191
S01_Sess01_FB012,0.9551818178022079
S01_Sess01_FB013,0.9563355808855644
S01_Sess01_FB014,0.9929234998534646
S01_Sess01_FB015,0.9905094754768775
S01_Sess01_FB016,0.8808606491900965
S01_Sess01_FB017,0.9780323900913791
S01_Sess01_FB018,0.982603638111115
S01_Sess01_FB019,0.9808057914920852
S01_Sess01_FB020,0.895831766252
S01_Sess01_FB021,0.9448497768932702
S01_Sess01_FB022,0.9894774273242642
S01_Sess01_FB023,0.9594755049149201
S01_Sess01_FB024,0.9754561150304084
S01_Sess01_FB025,0.9946297613707431
S01_Sess01_FB026,0.9745161286395522
S01_Sess01_FB027,0.9844948964818324
S01_Sess01_FB028,0.8299026930480188
S01_Sess01_FB029,0.9166488948650028
S01_Sess01_FB030,0.9874182574483039
S01_Sess01_FB031,0.8706939591017557
S01_Sess01_FB032,0.9870207913484808
S01_Sess01_FB033,0.9517053684866265
S01_Sess01_FB034,0.9439578697974113
S01_Sess01_FB035,0.9874976849979353
S01_Sess01_FB036,0.9487003155101174
S01_Sess01_FB037,0.9893721765957342
S01_Sess01_FB038,0.9830754657466013
S01_Sess01_FB039,0.8587650123342657
S01_Sess01_FB040,0.7240153840974551
S01_Sess01_FB041,0.9541413765892411
S01_Sess01_FB042,0.9502229755870985
S01_Sess01_FB043,0.9765790698604384
S01_Sess01_FB044,0.6666344279717121
S01_Sess01_FB045,0.9515245997191615
S01_Sess01_FB046,0.9906743712404822
S01_Sess01_FB047,0.9441799017972782
S01_Sess01_FB048,0.9246423303375302
S01_Sess01_FB049,0.8333387726202682
S01_Sess01_FB050,0.9028125001945378
S01_Sess01_FB051,0.9688514524270759
S01_Sess01_FB052,0.9684455817288847
S01_Sess01_FB053,0.971213794779362
S01_Sess01_FB054,0.9513557446982889
S01_Sess01_FB055,0.9791821839274717
S01_Sess01_FB056,0.9335866834128779
S01_Sess01_FB057,0.9604697022257845
S01_Sess01_FB058,0.9124058896011984
S01_Sess01_FB059,0.953480516955154
S01_Sess01_FB060,0.9868238487254153
S01_Sess02_FB001,0.9184363541793447
S01_Sess02_FB002,0.9706319593583357
S01_Sess02_FB003,0.9919496034564063
S01_Sess02_FB004,0.9189547956165257
S01_Sess02_FB005,0.9795824777199843
S01_Sess02_FB006,0.9615953055388862
S01_Sess02_FB007,0.9393055890102091
S01_Sess02_FB008,0.9698381259555293
S01_Sess02_FB009,0.9555404946273038
S01_Sess02_FB010,0.9628162255795316
S01_Sess02_FB011,0.9896073237100401
S01_Sess02_FB012,0.9634602353257083
S01_Sess02_FB013,0.9702473231253231
S01_Sess02_FB014,0.817967958153674
S01_Sess02_FB015,0.9435350538404579
S01_Sess02_FB016,0.9945238399176204
S01_Sess02_FB017,0.8749553604675215
S01_Sess02_FB018,0.9491947920560342
S01_Sess02_FB019,0.9560097272610869
S01_Sess02_FB020,0.9072598904839317
S01_Sess02_FB021,0.9649773334408914
S01_Sess02_FB022,0.9386645341703677
S01_Sess02_FB023,0.9215857068567025
S01_Sess02_FB024,0.9526273311701811
